UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
10008677190,35808325100,HH,HOUSEHOLD,U,RD06,,Flat 51 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014540,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677191,25485741648,HH,HOUSEHOLD,U,RD06,,Flat 52 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014541,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677192,79333392326,HH,HOUSEHOLD,U,RD06,,Flat 53 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014542,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677193,55950609015,HH,HOUSEHOLD,U,RD06,,Flat 54 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014543,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677194,41151410174,HH,HOUSEHOLD,U,RD06,,Flat 55 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014544,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677195,73741402899,HH,HOUSEHOLD,U,RD06,,Flat 56 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014545,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677196,49587561534,HH,HOUSEHOLD,U,RD06,,Flat 57 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014546,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677197,91567903438,HH,HOUSEHOLD,U,RD06,,Flat 58 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014547,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677198,46709560165,HH,HOUSEHOLD,U,RD06,,Flat 59 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014548,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
10008677199,55196132535,HH,HOUSEHOLD,U,RD06,,Flat 50 Francombe House,Commercial Road,,Windleybury,XX1 0XX,51.4463421,-2.5924477,E00073438,E01014549,E02003043,E06000023,E12000009,1,5,HH_LP1E,1,2,,0,15
